long_name,short_name,player_positions,overall,potential,value_eur,wage_eur,age,height_cm,weight_kg,club_name,league_name,club_position,nationality_name,nation_position,skill_moves,international_reputation,work_rate,player_tags,shooting,passing,dribbling,defending,physic,attacking_crossing,skill_ball_control,movement_sprint_speed,movement_agility,movement_reactions,power_stamina,power_strength,mentality_aggression,goalkeeping_diving,goalkeeping_reflexes
Marcin Budziński,M. Budziński,"CM, CF, CDM",62,62,375000,900,30,184,79,PGE FKS Stal Mielec,Polish T-Mobile Ekstraklasa,SUB,Poland,,3,1,High/Medium,,60,60,62,58,69,59,60,54,62,66,73,71,65,11,13
David Cornell,D. Cornell,GK,62,62,275000,2000,30,188,79,Peterborough United,English League Championship,SUB,Wales,,1,1,Medium/Medium,,NA,NA,NA,NA,NA,16,23,34,47,51,18,64,32,63,63
Jordan Lee Clarke,J. Clarke,"CB, RB",62,62,325000,2000,29,183,71,Oldham Athletic,English League Two,RCB,England,,2,1,Medium/Medium,,37,54,59,63,64,55,62,61,70,58,62,67,57,10,8
Scot Andrew Bennett,S. Bennett,"CM, CB",62,62,375000,3000,30,178,81,Newport County,English League Two,RCM,England,,2,1,Medium/High,,53,55,56,62,74,36,60,41,40,64,77,78,59,12,14
Flamur Kastrati,F. Kastrati,ST,62,62,400000,1000,29,180,77,Odds BK,Norwegian Eliteserien,SUB,Kosovo,,3,1,High/High,,59,52,62,40,72,53,60,77,75,60,72,65,86,12,10
Anthony Golec,A. Golec,"CB, LB",62,62,275000,950,31,191,85,Macarthur FC,Australian Hyundai A-League,SUB,Australia,,2,1,Medium/Medium,,30,44,46,62,73,55,47,50,51,53,67,80,59,7,12
정산 郑山,Jung San,GK,62,62,200000,850,32,191,86,Incheon United FC,Korean K League 1,SUB,Korea Republic,,1,1,Medium/Medium,,NA,NA,NA,NA,NA,11,19,38,42,58,30,59,36,63,61
윤석영 尹硕扬,Yun Suk Young,"CB, LB, LM",62,62,275000,2000,31,182,74,Gangwon FC,Korean K League 1,LWB,Korea Republic,,2,1,Medium/High,,52,57,62,60,71,61,63,67,71,64,75,71,67,8,14
Benjamin Neil Reeves,B. Reeves,"CM, CAM, RM",62,62,400000,2000,29,172,67,Gillingham,English League One,SUB,Northern Ireland,,3,1,High/Medium,,55,61,67,53,62,60,64,67,84,55,78,62,38,9,12
Jack Stephen Payne,J. Payne,"CM, CDM",62,62,400000,3000,29,173,58,Crawley Town,English League Two,LCM,England,,2,1,Medium/Medium,,57,60,63,58,67,52,64,67,80,57,81,59,65,15,11
Jonatan Kotzke,J. Kotzke,"CDM, CB",62,62,275000,3000,31,184,81,FC Ingolstadt 04,German 2. Bundesliga,RES,Germany,,2,1,Medium/Medium,,45,55,55,62,72,53,59,61,64,60,71,75,69,14,8
Liam Mark Ridehalgh,L. Ridehalgh,"LB, LWB",62,62,350000,4000,30,178,72,Bradford City,English League Two,LB,England,,2,1,Medium/Medium,,50,56,58,58,67,62,57,69,67,59,75,64,63,10,10
Harry Spencer Davis,H. Davis,CB,62,62,325000,3000,29,185,83,Scunthorpe United,English League Two,RCB,England,,2,1,Medium/Medium,,34,41,43,62,72,41,43,45,64,55,64,80,61,7,15
Christian Nicolás Sosa De Luca,C. Sosa,"CM, CDM",62,62,240000,500,33,173,77,Club River Plate Asunción,Paraguayan Primera División,LCM,Paraguay,,2,1,Medium/Medium,,51,54,63,57,64,39,60,66,65,63,74,60,59,7,15
Harry Beautyman,H. Beautyman,"CM, LM",62,62,400000,2000,29,178,74,Sutton United,English League Two,LCM,England,,3,1,High/Medium,,59,61,64,57,64,61,61,68,81,60,83,63,46,6,8
Kwesi Appiah,K. Appiah,ST,62,62,400000,3000,30,180,80,Crawley Town,English League Two,SUB,Ghana,,3,1,Medium/Medium,,61,50,63,34,68,55,63,81,79,63,77,70,53,8,6
Aaron Greene,A. Greene,"ST, LW",62,62,325000,900,31,177,79,Shamrock Rovers,Rep. Ireland Airtricity League,SUB,Republic of Ireland,,3,1,High/High,,58,55,60,36,70,50,61,84,71,53,72,73,65,7,16
Christopher Gaël Missilou,C. Missilou,"CM, CDM",62,62,400000,3000,28,180,75,Newport County,English League Two,SUB,Congo,,2,1,Medium/High,,54,55,62,61,74,42,63,66,67,62,76,71,79,12,9
David McMillan,D. McMillan,ST,62,62,325000,900,32,180,77,Dundalk FC,Rep. Ireland Airtricity League,ST,Republic of Ireland,,2,1,Medium/Low,,61,50,58,27,65,40,60,64,65,62,62,68,59,9,13
Łukasz Gikiewicz,Ł. Gikiewicz,ST,62,62,250000,600,33,189,82,Chennaiyin FC,Indian Super League,SUB,Poland,,2,1,Medium/Medium,,61,51,60,39,76,37,59,51,58,60,67,84,71,6,6
Andrew William Tutte,A. Tutte,"CDM, CM",62,62,325000,2000,30,175,75,Bolton Wanderers,English League One,SUB,England,,2,1,Low/Medium,,59,60,62,61,65,53,62,64,70,61,53,71,65,9,11
Kelvin Mellor,K. Mellor,RB,62,62,350000,2000,30,187,75,Carlisle United,English League Two,RB,England,,2,1,High/Medium,,40,54,57,58,69,59,58,67,59,58,73,72,58,7,16
Benjamin Leslie Coker,B. Coker,LB,62,62,275000,2000,32,180,74,Stevenage,English League Two,LB,England,,3,1,High/Medium,,41,56,57,58,64,61,56,65,62,58,70,65,51,12,13
Rodney Troy McDonald,R. McDonald,CB,62,62,325000,2000,29,191,82,Carlisle United,English League Two,LCB,England,,2,1,Medium/Medium,,29,47,50,62,75,41,51,49,48,60,76,80,64,11,7
Mirko Ivanovski,M. Ivanovski,ST,62,62,325000,1000,31,182,78,FC Dinamo 1948 Bucureşti,Romanian Liga I,RES,North Macedonia,,2,1,Medium/Medium,,60,50,65,29,62,43,63,67,67,60,52,62,75,7,7
Hallam Robert Hope,H. Hope,"ST, LW",62,63,475000,3000,27,179,76,Oldham Athletic,English League Two,ST,Barbados,,2,1,Medium/Low,,60,56,62,30,59,59,60,74,61,60,68,61,44,10,9
Sean Michael Murray,S. Murray,"CM, CDM, CAM",62,63,450000,850,27,176,72,Dundalk FC,Rep. Ireland Airtricity League,SUB,Republic of Ireland,,2,1,High/Medium,,60,64,63,53,65,62,62,63,75,63,69,67,53,7,7
Oliver Ian Banks,O. Banks,"CM, CDM",62,62,400000,2000,28,190,75,Barrow,English League Two,RCM,England,,2,1,High/Low,,62,63,60,56,79,63,66,52,58,60,82,78,80,14,14
Mike Könnecke,M. Könnecke,"CAM, CM, CDM",62,62,325000,700,32,174,70,FSV Zwickau,German 3. Bundesliga,SUB,Germany,,3,1,Medium/Medium,,59,58,64,40,57,59,62,87,81,62,76,46,58,12,13
Kristoffer Normann Hansen,K. Hansen,"LW, RM",62,62,425000,1000,26,180,72,Sandefjord Fotball,Norwegian Eliteserien,LW,Norway,,2,1,Medium/Medium,,56,56,64,43,58,52,64,79,72,58,67,60,42,13,14
Jonathan Kempin,J. Kempin,GK,62,63,325000,1000,28,185,78,D.C. United,USA Major League Soccer,GK,United States,,1,1,Medium/Medium,,NA,NA,NA,NA,NA,15,18,56,38,53,45,53,34,63,66
Brian Gartland,B. Gartland,CB,62,62,130000,750,34,188,85,Dundalk FC,Rep. Ireland Airtricity League,SUB,Republic of Ireland,,2,1,Medium/Medium,,29,42,39,61,72,37,42,30,30,60,51,85,68,12,14
Simon Edmund Thomas,S. Thomas,GK,62,62,210000,750,31,191,90,Tromsø IL,Norwegian Eliteserien,SUB,Canada,,1,1,Medium/Medium,,NA,NA,NA,NA,NA,14,23,28,37,56,34,73,42,62,61
김동우 金东佑,Kim Dong Woo,"CB, LB",62,62,190000,1000,33,189,87,Suwon FC,Korean K League 1,SUB,Korea Republic,,2,1,Medium/High,,34,46,51,62,73,42,52,64,64,55,71,76,66,15,15
Francesco D'Onofrio,F. D'Onofrio,"RB, LB",62,62,350000,3000,30,180,70,Seraing,Belgian Jupiler Pro League,SUB,Belgium,,2,1,Medium/Medium,,34,54,58,59,65,59,60,66,68,54,60,66,68,13,7
Alexander Ruud Tveter,A. Tveter,ST,62,62,400000,1000,30,190,86,Sandefjord Fotball,Norwegian Eliteserien,ST,Norway,,3,1,Medium/Medium,,66,59,59,32,69,62,63,54,53,55,54,80,61,11,10
Davor Blažević,D. Blažević,GK,62,64,350000,950,28,190,88,Hammarby IF,Swedish Allsvenskan,SUB,Sweden,,1,1,Medium/Medium,,NA,NA,NA,NA,NA,13,30,29,51,60,42,67,20,63,66
Ivar Furu,I. Furu,CB,62,65,450000,850,27,191,84,Kristiansund BK,Norwegian Eliteserien,SUB,Norway,,2,1,Medium/High,,36,50,46,62,72,44,54,39,56,61,65,80,63,13,10
Rasmus Stellan Sjöstedt,R. Sjöstedt,CB,62,62,325000,850,29,184,75,Kalmar FF,Swedish Allsvenskan,CB,Sweden,,2,1,Medium/Medium,,37,55,56,59,72,53,56,73,66,61,73,69,78,7,6
Luke Young,L. Young,"CDM, CM",62,62,350000,500,28,173,72,Wrexham AFC,English National League,CM,England,,2,1,High/Medium,,59,62,63,57,65,59,63,67,74,59,83,58,56,15,12
Connor Ripley,C. Ripley,GK,62,64,350000,5000,28,191,96,Preston North End,English League Championship,RES,England,,1,1,Medium/Medium,,NA,NA,NA,NA,NA,11,23,28,24,54,21,77,16,63,64
Alessandro Berardi,A. Berardi,GK,62,62,275000,4000,30,185,78,Hellas Verona,Italian Serie A,RES,Italy,,1,1,Medium/Medium,,NA,NA,NA,NA,NA,14,21,51,35,60,45,55,23,61,64
Elton Monteiro Almada,Elton Monteiro,CB,62,62,375000,3000,27,192,82,FC Lausanne-Sport,Swiss Super League,LCB,Portugal,,2,1,Medium/Medium,,30,43,49,61,70,33,51,72,64,58,61,78,62,9,13
이종성 李忠成,Lee Jong Sung,"CM, CB",62,62,400000,1000,28,187,75,Seongnam FC,Korean K League 1,RCM,Korea Republic,,2,1,Medium/Medium,,55,58,59,60,74,41,60,38,58,56,75,75,73,13,12
George William Taft,G. Taft,CB,62,63,400000,3000,27,191,74,Scunthorpe United,English League Two,LCB,England,,2,1,Medium/Medium,,35,49,48,61,74,43,50,53,50,59,76,80,59,12,9
Jake Kenny Reeves,J. Reeves,CM,62,62,400000,2000,28,173,70,Stevenage,English League Two,LAM,England,,3,1,High/High,,53,62,67,53,67,58,66,73,80,56,78,62,61,15,6
Luke Michael Norris 'Hacker',L. Norris,ST,62,62,400000,2000,28,184,84,Stevenage,English League Two,LS,England,,2,1,High/Low,,63,50,59,27,73,44,59,63,59,57,70,80,58,8,6
Elliott Mark Whitehouse,E. Whitehouse,"CM, CAM",62,63,450000,4000,27,180,80,Forest Green Rovers,English League Two,SUB,England,,2,1,High/High,,59,59,64,57,76,53,63,67,79,60,84,73,71,11,10
Ousseynou Cissé,O. Cissé,"CDM, CM",62,62,325000,2000,30,195,85,Oldham Athletic,English League Two,LCM,Mali,,2,1,Medium/Medium,#Strength,48,53,52,60,81,44,55,46,33,56,82,90,67,7,9
Brendan James Kiernan,B. Kiernan,"LM, RM",62,62,400000,3000,28,175,81,Walsall,English League Two,LM,England,,3,1,Medium/Medium,,53,52,63,28,59,58,60,91,81,56,70,58,47,14,9
최종환 崔钟焕,Choi Jong Hoan,"RB, RWB",62,62,210000,1000,33,177,72,Suwon FC,Korean K League 1,SUB,Korea Republic,,2,1,Medium/Medium,,47,59,61,56,70,58,61,66,65,59,84,70,55,10,14
Shaun Byrne,S. Byrne,CM,62,62,400000,2000,28,183,74,Dundee FC,Scottish Premiership,CDM,Scotland,,2,1,Medium/Medium,,51,59,62,59,66,40,67,70,56,56,64,67,65,9,8
Ross Millen,R. Millen,RB,62,65,475000,3000,26,188,75,Scunthorpe United,English League Two,SUB,Scotland,,2,1,Medium/Medium,,41,55,59,59,69,61,62,64,48,56,68,68,74,13,16
Harry Charles Bunn,H. Bunn,"LM, ST",62,62,400000,3000,28,175,74,Scunthorpe United,English League Two,SUB,England,,3,1,Low/Low,,65,60,60,37,53,61,56,70,70,56,54,56,41,13,8
Jesús Iván Rodríguez Trujillo,I. Rodríguez,GK,62,63,325000,1000,28,186,80,Puebla FC,Mexican Liga MX,SUB,Mexico,,1,1,Medium/Medium,,NA,NA,NA,NA,NA,13,24,62,64,56,41,62,15,70,67
Liam Christian James O'Neil,L. O'Neil,"CM, CDM",62,62,425000,2000,27,180,80,Cambridge United,English League One,LDM,England,,2,1,Medium/Medium,,53,58,61,60,73,55,61,64,64,64,78,72,65,7,9
Enzio Boldewijn,E. Boldewijn,"RM, LM",62,62,400000,2000,28,185,76,Sutton United,English League Two,LM,Netherlands,,3,1,Medium/Medium,,57,54,63,30,59,58,60,85,78,58,64,66,31,12,9
Alexander Hahn,A. Hahn,CB,62,64,400000,850,28,187,85,FC Viktoria 1889 Berlin,German 3. Bundesliga,SUB,Germany,,2,1,Medium/Medium,,40,47,51,60,73,33,55,62,50,60,61,82,64,14,10
Soufian Benyamina,S. Benyamina,ST,62,62,325000,950,31,190,79,FC Viktoria 1889 Berlin,German 3. Bundesliga,SUB,Germany,,3,1,Medium/Medium,,62,42,62,34,69,34,64,68,63,58,66,72,62,9,10
Viljormur í Heiðunum Davidsen,V. Davidsen,LB,62,62,350000,2000,29,178,72,Vejle Boldklub,Danish Superliga,LB,Faroe Islands,,2,1,Medium/Medium,,42,54,60,58,64,60,60,67,67,59,71,61,59,16,15
김현 金炫,Kim Hyun,ST,62,62,400000,1000,28,190,87,Incheon United FC,Korean K League 1,RS,Korea Republic,,2,1,High/Medium,,60,52,58,26,75,46,62,60,63,57,68,83,68,7,9
Ernst Anders Mikael Boman,M. Boman,ST,62,62,325000,1000,32,188,92,Halmstads BK,Swedish Allsvenskan,RS,Sweden,,2,1,Medium/High,,61,48,57,38,76,42,59,55,53,62,54,84,84,7,14
Mart Lieder,M. Lieder,ST,62,62,325000,3000,31,188,85,Odense Boldklub,Danish Superliga,SUB,Netherlands,,3,1,High/Medium,,61,50,64,22,70,42,63,59,71,61,65,73,70,9,14
Alejandro Serrano García,Álex Serrano,CAM,62,65,525000,1000,26,184,76,Górnik Łęczna,Polish T-Mobile Ekstraklasa,SUB,Spain,,3,1,Medium/High,,61,63,65,49,59,64,67,55,70,56,63,62,49,15,14
Luis Neri Caballero Chamorro,L. Caballero,ST,62,62,325000,500,31,175,74,Club River Plate Asunción,Paraguayan Primera División,ST,Paraguay,,3,1,Low/Low,,64,54,62,43,58,51,65,45,55,59,34,70,56,11,9
陈志钊,Chen Zhizhao,"CM, CAM, LW",62,62,240000,3000,33,172,68,Guangzhou City,Chinese Super League,SUB,China PR,,3,1,Medium/Low,,62,61,66,48,48,54,65,71,73,65,56,47,32,7,16
Brennan Peter Dickenson,B. Dickenson,"LW, RW, LB",62,62,400000,3000,28,184,81,Carlisle United,English League Two,LW,England,,3,1,Medium/High,,58,57,63,56,70,63,60,80,79,53,69,74,60,14,16
John Mountney,J. Mountney,"RB, RM",62,62,350000,750,28,183,77,St. Patrick's Athletic,Rep. Ireland Airtricity League,RB,Republic of Ireland,,3,1,High/Medium,,57,62,61,55,71,64,62,71,65,56,72,76,60,10,14
안영규 安杨奎,Ahn Young Kyu,CB,62,62,275000,1000,31,185,81,Seongnam FC,Korean K League 1,SUB,Korea Republic,,2,1,Low/High,,27,38,52,61,71,25,51,65,69,55,70,75,61,12,11
Adama Sarr,A. Sarr,"ST, LM",62,62,400000,2000,30,175,72,Gaz Metan Mediaş,Romanian Liga I,SUB,Senegal,,3,1,Medium/Low,,59,52,65,27,60,52,64,76,77,60,68,62,39,10,14
Aaron Maxwell Schoenfeld,A. Schoenfeld,ST,62,62,325000,2000,31,193,86,Austin FC,USA Major League Soccer,RES,United States,,2,1,High/High,,61,52,58,29,72,54,64,64,48,58,59,83,63,13,16
Marco Armellino,M. Armellino,"CM, CDM",62,62,325000,1000,31,176,75,AC Monza,Italian Serie B,SUB,Italy,,2,1,Medium/Medium,,41,58,63,58,65,36,65,64,61,59,70,64,60,10,12
Daniel Rogers,D. Rogers,GK,62,64,375000,2000,27,185,77,Oldham Athletic,English League Two,SUB,Republic of Ireland,,1,1,Medium/Medium,,NA,NA,NA,NA,NA,14,27,47,37,47,21,60,22,64,63
Nathaniel Lawrence Knight-Percival,N. Knight-Percival,CB,62,62,130000,2000,34,182,73,Tranmere Rovers,English League Two,LCB,England,,2,1,Medium/Medium,,30,40,46,62,73,26,45,47,60,54,68,75,70,12,15
Ahmed Ali Al Kassar,A. Al Kassar,GK,62,62,275000,2000,30,177,72,Al Faisaly,Saudi Abdul L. Jameel League,SUB,Saudi Arabia,,1,1,Medium/Medium,,NA,NA,NA,NA,NA,15,17,41,36,58,35,56,16,62,67
Abdullah Hussain Al-Oaisher,A. Al Owayshir,GK,62,62,275000,4000,30,186,71,Ettifaq FC,Saudi Abdul L. Jameel League,RES,Saudi Arabia,,1,1,Medium/Medium,,NA,NA,NA,NA,NA,12,21,37,62,61,37,65,21,67,64
Philip Sprint,P. Sprint,GK,62,64,350000,700,28,196,98,FC Viktoria 1889 Berlin,German 3. Bundesliga,GK,Germany,,1,1,Medium/Medium,,NA,NA,NA,NA,NA,17,23,42,26,51,40,85,22,62,61
Hendrick Zuck,H. Zuck,"LB, RM, CM",62,62,350000,1000,30,176,69,1. FC Kaiserslautern,German 3. Bundesliga,LB,Germany,,3,1,High/Medium,,49,63,68,53,54,65,66,71,82,64,70,45,54,7,8
Jack Carleton Duncan,J. Duncan,GK,62,63,325000,550,28,189,85,Newcastle Jets,Australian Hyundai A-League,GK,Australia,,1,1,Medium/Medium,,NA,NA,NA,NA,NA,13,14,49,44,57,37,72,33,62,62
Philipp Hütter,P. Hütter,"RM, RB, LB",62,62,375000,2000,30,181,72,SK Austria Klagenfurt,Austrian Football Bundesliga,SUB,Austria,,3,1,Medium/Medium,,54,60,62,56,64,62,63,67,66,61,66,63,66,14,12
Floriano Vanzo,F. Vanzo,"CM, CAM",62,63,450000,1000,27,180,77,FC Academica Clinceni,Romanian Liga I,CAM,Belgium,,3,1,High/Medium,,64,62,68,50,65,62,68,54,67,63,55,67,73,7,11
진성욱 陈成昱,Jin Seong Wook,ST,62,63,475000,2000,27,183,78,Jeju United FC,Korean K League 1,SUB,Korea Republic,,2,1,High/Medium,,57,50,66,25,75,51,63,75,76,57,76,77,69,10,9
Aqeel Baalghyth Al Sahbi,A. Al Sahabi,"CB, RB",62,62,130000,3000,34,181,68,Al Raed,Saudi Abdul L. Jameel League,RCB,Saudi Arabia,,2,1,Medium/Medium,,33,46,54,62,71,59,48,66,72,54,62,77,64,12,10
Hampus Zackrisson,H. Zackrisson,"CB, LB",62,65,450000,750,26,189,93,Varbergs BoIS FC,Swedish Allsvenskan,LCB,Sweden,,2,1,Medium/Medium,,51,50,50,60,73,37,56,56,34,56,62,85,64,8,13
Zaine Sebastian Francis-Angol,Z. Francis-Angol,"LWB, LB, CB",62,62,350000,2000,28,173,77,Hartlepool United,English League Two,LCB,Antigua and Barbuda,,2,1,High/Medium,,38,53,57,57,67,55,55,74,63,57,74,65,62,8,13
Kieran Neil Wallace,K. Wallace,"LB, CDM, CB",62,65,475000,1000,26,186,75,Burton Albion,English League One,SUB,England,,2,1,Medium/Medium,,49,56,61,59,66,59,60,58,66,61,68,66,66,10,8
Pedro Jesús Azogue Rojas,P. Azogue,"CDM, CM",62,66,500000,500,26,177,76,Club Atlético Palmaflor,Liga de Fútbol Profesional Boliviano,CDM,Bolivia,,3,1,Medium/Medium,,47,56,55,59,64,49,60,56,62,60,71,65,55,15,7
Laurențiu Constantin Brănescu,L. Brănescu,GK,62,66,425000,2000,27,194,86,FC Farul Constanța,Romanian Liga I,SUB,Romania,,1,1,Medium/Medium,,NA,NA,NA,NA,NA,11,25,52,62,63,35,71,28,62,65
Rodrigo Alborno Ortega,R. Alborno,"LB, LM",62,62,375000,500,27,183,73,Guaireña FC,Paraguayan Primera División,SUB,Paraguay,,2,1,Medium/Medium,,40,56,54,59,57,64,59,63,60,55,62,55,55,14,7
Caolan Owen Lavery,C. Lavery,ST,62,62,400000,4000,28,180,76,Bradford City,English League Two,SUB,Northern Ireland,,3,1,Medium/Medium,,60,56,63,39,67,55,62,75,72,59,72,63,67,15,13
Luke Hendrie,L. Hendrie,RB,62,62,400000,2000,26,178,72,Hartlepool United,English League Two,SUB,England,,2,1,Medium/High,,35,55,58,57,67,58,57,71,69,56,80,63,60,9,8
Louis Ferenc Puskas Fenton,L. Fenton,"RB, RWB",62,62,350000,1000,28,175,70,Wellington Phoenix,Australian Hyundai A-League,RB,New Zealand,,2,1,High/Medium,,51,57,60,56,65,60,61,74,62,58,73,67,50,10,7
Franco Flückiger,F. Flückiger,GK,62,62,275000,1000,30,195,90,Türkgücü München,German 3. Bundesliga,SUB,Germany,,1,1,Medium/Medium,,NA,NA,NA,NA,NA,16,16,49,39,49,33,54,19,64,63
Sari Abdulraouf Amro,S. Amro,LB,62,62,300000,2000,31,175,72,Abha Club,Saudi Abdul L. Jameel League,LB,Saudi Arabia,,2,1,Medium/High,,47,59,55,56,69,62,54,73,68,56,72,69,61,8,9
Daniel Dziwniel,D. Dziwniel,"LB, LM",62,62,350000,950,28,178,72,Górnik Łęczna,Polish T-Mobile Ekstraklasa,LM,Poland,,3,1,Medium/Medium,,44,56,63,58,65,59,58,71,72,52,69,67,53,14,12
Ünal Tosun,Ü. Tosun,"CM, CDM, CAM",62,62,400000,1000,28,179,68,Türkgücü München,German 3. Bundesliga,RES,Germany,,2,1,High/Medium,,53,60,66,54,64,49,65,67,77,59,66,65,59,10,7
Sandrino Braun-Schumacher,S. Braun-Schumacher,"CB, CDM",62,62,250000,950,32,178,82,SC Freiburg II,German 3. Bundesliga,CB,Germany,,2,1,Medium/Medium,,42,47,54,61,71,38,56,38,63,62,77,69,66,9,16
Abdullah Al Jadani,A. Al Jadani,GK,62,63,300000,5000,30,180,67,Al Hilal,Saudi Abdul L. Jameel League,RES,Saudi Arabia,,1,1,Medium/Medium,,NA,NA,NA,NA,NA,14,18,50,47,61,42,49,35,65,64
Dylan Edward Connolly,D. Connolly,"RM, LM, ST",62,63,475000,4000,26,176,69,Northampton Town,English League Two,SUB,Republic of Ireland,,3,1,Medium/Medium,#Speedster,54,55,64,30,60,58,60,92,87,53,57,62,60,15,12
Sixten Joaquim Mohlin,S. Mohlin,GK,62,63,350000,750,25,190,80,Östersunds FK,Swedish Allsvenskan,SUB,Cape Verde Islands,,1,1,Medium/Medium,,NA,NA,NA,NA,NA,14,31,48,43,52,32,51,24,66,67
김대경 金大坤,Kim Dae Gyeong,"RM, LM, LB",62,62,400000,1000,29,179,69,Incheon United FC,Korean K League 1,SUB,Korea Republic,,3,1,High/Medium,,56,57,64,48,57,62,63,72,75,54,67,59,40,11,9
Erik Hurtado,E. Hurtado,ST,62,62,400000,2000,30,178,83,Columbus Crew,USA Major League Soccer,RES,United States,,2,1,High/Medium,,61,51,59,33,63,47,59,83,72,53,38,72,66,12,13
이창용 李长勇,Lee Chang Yong,"CB, CDM",62,62,325000,1000,30,178,76,Seongnam FC,Korean K League 1,RCB,Korea Republic,,2,1,Medium/High,,33,51,56,60,72,39,55,54,58,63,74,70,70,11,8
木下 康介,K. Kinoshita,ST,62,65,525000,3000,26,190,85,Urawa Red Diamonds,Japanese J. League Division 1,RES,Japan,,3,1,Medium/Medium,,61,49,62,24,71,44,64,64,63,60,68,80,56,12,10
Steven Luštica,S. Luštica,"CM, CDM",62,62,375000,700,30,174,70,Western United FC,Australian Hyundai A-League,RCM,Australia,,2,1,Medium/Medium,,59,62,60,48,66,54,61,52,76,56,71,68,56,11,15
Rhys Derek Oates,R. Oates,ST,62,64,500000,4000,26,188,74,Mansfield Town,English League Two,SUB,England,,3,1,High/Medium,,62,51,62,34,67,54,60,75,71,60,74,68,55,6,6
James William Hanson,J. Hanson,"RB, CDM",62,66,525000,2000,25,178,79,Oxford United,English League One,SUB,England,,2,1,Medium/Medium,,49,62,57,62,66,62,59,55,60,59,48,70,78,11,8
Bradley Walker,B. Walker,"CM, CB, CDM",62,67,575000,2000,25,186,80,Port Vale,English League Two,SUB,England,,2,1,High/Medium,,57,58,64,59,70,43,63,68,77,59,71,74,62,11,8
James Anthony Wilson,J. Wilson,ST,62,65,525000,3000,25,183,73,Port Vale,English League Two,RS,England,,3,1,Medium/Medium,,63,55,61,26,58,53,59,73,69,59,61,66,34,9,16
Thomas Albert Dallison-Lisbon,T. Dallison,"CB, LB",62,67,525000,2000,25,193,84,Crawley Town,English League Two,SUB,England,,2,1,Medium/Medium,#Strength,26,45,46,60,75,35,48,50,48,55,66,87,56,15,7
Ben Killip,B. Killip,GK,62,68,500000,2000,25,188,74,Hartlepool United,English League Two,GK,England,,1,1,Medium/Medium,,NA,NA,NA,NA,NA,14,20,44,40,57,27,53,22,62,63
David Lee Ferguson,D. Ferguson,LWB,62,63,425000,2000,27,178,76,Hartlepool United,English League Two,LWB,England,,2,1,High/High,,43,54,60,56,66,59,56,76,78,55,80,58,66,11,14
Louis Tyler John,L. John,CB,62,64,425000,2000,27,190,85,Sutton United,English League Two,LCB,England,,2,1,Medium/Medium,,25,41,45,61,71,29,48,67,46,58,61,80,62,10,11
Mads Henrichsen Aaquist,M. Aaquist,"CM, LW",62,64,500000,2000,26,176,64,Viborg FF,Danish Superliga,SUB,Denmark,,3,1,High/Medium,,54,62,67,58,65,60,65,74,82,60,70,62,62,14,15
Daniel John Jones,D. Jones,"LB, CB",62,64,450000,2000,26,183,79,Port Vale,English League Two,LWB,England,,2,1,Medium/High,,27,49,53,59,70,58,53,69,57,56,68,72,69,12,10
William David Cuesta Mosquera,W. Cuesta,GK,62,65,375000,500,28,195,87,Club Deportes Tolima,Colombian Liga Postobón,SUB,Colombia,,1,1,Medium/Medium,,NA,NA,NA,NA,NA,15,25,49,38,55,38,73,21,60,61
Mario Esteban Pardo Acuña,M. Pardo,RB,62,62,210000,700,33,182,74,Club de Deportes Cobresal,Chilian Campeonato Nacional,SUB,Chile,,2,1,Medium/Medium,,36,51,46,60,62,60,47,62,50,57,70,61,54,15,9
Kévin Camilo Rendón Guerrero,K. Rendón,"CM, RM",62,62,400000,500,28,182,74,Deportivo Pasto,Colombian Liga Postobón,LCM,Colombia,,3,1,High/Medium,,60,64,63,53,68,63,63,74,58,58,71,68,67,11,6
Filip Filipos Lars Sachpekidis,F. Sachpekidis,"CF, ST",62,69,800000,850,23,180,76,Kalmar FF,Swedish Allsvenskan,SUB,Sweden,,3,1,Medium/Medium,,60,58,67,36,65,47,66,65,77,64,72,63,61,8,10
Cătălin Ștefan Țîră,C. Țîră,ST,62,63,475000,1000,27,190,80,FC Dinamo 1948 Bucureşti,Romanian Liga I,RES,Romania,,2,1,Medium/Low,,60,50,63,26,69,45,62,71,72,56,65,74,62,15,6
Miguel Van Damme,M. Van Damme,GK,62,64,375000,2000,27,182,80,KSV Cercle Brugge,Belgian Jupiler Pro League,RES,Belgium,,1,1,Medium/Medium,,NA,NA,NA,NA,NA,16,27,49,37,58,38,57,25,63,65
Saliou Sané,S. Sané,ST,62,62,400000,2000,28,187,86,FC Würzburger Kickers,German 3. Bundesliga,ST,Germany,,2,1,Medium/Medium,,59,38,63,29,69,30,67,80,68,60,52,83,53,7,7
Jeroen Houwen,J. Houwen,GK,62,66,425000,2000,25,188,73,Vitesse,Holland Eredivisie,SUB,Netherlands,,1,1,Medium/Medium,,NA,NA,NA,NA,NA,12,20,40,35,58,25,63,24,62,62
Lautaro Patricio Rinaldi,L. Rinaldi,ST,62,63,475000,3000,27,180,75,Club Atlético Aldosivi,Argentina Primera División,RES,Argentina,,3,1,Medium/Low,,62,54,64,24,64,48,65,71,71,51,51,71,61,10,13
